260,19760701,   24,   60,   26,   26,   46,  161,  142,  108,     ,    0,    0,    0,10226,   80,    0,   71,    2,     ,    0,    0,    0,    0,    0
260,19760702,    1,   50,   21,   21,   36,  154,     ,  108,     ,    0,    0,    0,10223,   80,    0,   74,    2,     ,    0,    0,    0,    0,    0
260,19760702,    2,   50,   10,   10,   26,  137,     ,  107,     ,    0,    0,    0,10221,   79,    0,   82,    2,     ,    0,    0,    0,    0,    0
260,19760702,    3,   50,   10,   10,   21,  133,     ,  105,     ,    0,    0,    0,10221,   78,    0,   83,    2,     ,    0,    0,    0,    0,    0
260,19760702,    4,   60,   10,   15,   21,  129,     ,  104,     ,    1,    0,    0,10219,   78,    0,   85,    2,     ,    0,    0,    0,    0,    0
260,19760702,    5,   80,   10,   15,   26,  156,     ,  108,     ,   27,    0,    0,10220,   78,    0,   73,    2,     ,    0,    0,    0,    0,    0
260,19760702,    6,   90,   15,   15,   36,  187,   90,  108,     ,   74,    0,    0,10220,   78,    0,   60,    2,     ,    0,    0,    0,    0,    0
260,19760702,    7,   90,   31,   31,   51,  219,     ,  107,     ,  134,    0,    0,10220,   78,    0,   49,    2,     ,    0,    0,    0,    0,    0
260,19760702,    8,   90,   31,   36,   57,  248,   90,  107,     ,  191,    0,    0,10219,   80,    0,   41,    2,     ,    0,    0,    0,    0,    0
260,19760702,    9,   80,   41,   46,   87,  273,     ,   92,     ,  244,    0,    0,10215,   80,    0,   32,    2,     ,    0,    0,    0,    0,    0
260,19760702,   10,   90,   41,   36,   77,  282,     ,   85,     ,  283,    0,    0,10211,   80,    0,   29,    2,     ,    0,    0,    0,    0,    0
260,19760702,   11,  110,   41,   26,   82,  294,     ,   90,     ,  308,    0,    0,10209,   80,    0,   28,    2,     ,    0,    0,    0,    0,    0
260,19760702,   12,  100,   36,   36,   67,  307,     ,   78,     ,  316,    0,    0,10205,   80,    0,   24,    2,     ,    0,    0,    0,    0,    0
260,19760702,   13,   30,   31,   26,   87,  309,     ,   67,     ,  310,    0,    0,10202,   80,    0,   22,    2,     ,    0,    0,    0,    0,    0
260,19760702,   14,  130,   31,   46,   67,  316,     ,   73,     ,  289,    0,    0,10197,   80,    0,   22,    2,     ,    0,    0,    0,    0,    0
260,19760702,   15,   90,   31,   21,   67,  316,     ,   79,     ,  252,    0,    0,10194,   80,    0,   23,    2,     ,    0,    0,    0,    0,    0
260,19760702,   16,  120,   31,   26,   67,  315,     ,   85,     ,  205,    0,    0,10189,   80,    0,   24,    2,     ,    0,    0,    0,    0,    0
260,19760702,   17,   50,   31,   31,   72,  310,     ,   81,     ,  153,    0,    0,10186,   80,    0,   24,    2,     ,    0,    0,    0,    0,    0
260,19760702,   18,   60,   36,   36,   57,  304,     ,   87,     ,   96,    0,    0,10184,   80,    0,   26,    2,     ,    0,    0,    0,    0,    0
260,19760702,   19,   40,   31,   26,   57,  284,     ,  106,     ,   43,    0,    0,10185,   80,    0,   33,    2,     ,    0,    0,    0,    0,    0
260,19760702,   20,   40,   26,   26,   36,  264,     ,  125,     ,    8,    0,    0,10185,   75,    0,   42,    2,     ,    0,    0,    0,    0,    0
260,19760702,   21,   50,   26,   21,   36,  244,     ,  127,     ,    0,    0,    0,10187,   75,    0,   48,    2,     ,    0,    0,    0,    0,    0
260,19760702,   22,   50,   26,   15,   36,  225,     ,  122,     ,    0,    0,    0,10189,   75,    0,   52,    2,     ,    0,    0,    0,    0,    0
260,19760702,   23,   70,   26,   21,   36,  217,     ,  111,     ,    0,    0,    0,10188,   75,    0,   51,    2,     ,    0,    0,    0,    0,    0
260,19760702,   24,   60,   26,   21,   41,  215,   85,  106,     ,    0,    0,    0,10187,   70,    0,   50,    2,     ,    0,    0,    0,    0,    0
260,19760703,    1,   50,   21,   15,   41,  192,     ,  110,     ,    0,    0,    0,10187,   70,    0,   59,    2,     ,    0,    0,    0,    0,    0
260,19760703,    2,   50,   15,   15,   26,  179,     ,  103,     ,    0,    0,    0,10184,   70,    0,   61,    2,     ,    0,    0,    0,    0,    0
260,19760703,    3,   50,   15,   15,   21,  177,     ,  108,     ,    0,    0,    0,10182,   65,    0,   64,    2,     ,    0,    0,    0,    0,    0
260,19760703,    4,   70,   21,   26,   31,  173,     ,  109,     ,    2,    0,    0,10180,   65,    0,   66,    2,     ,    0,    0,    0,    0,    0
260,19760703,    5,   70,   21,   21,   26,  185,     ,  108,     ,   22,    0,    0,10180,   65,    0,   61,    2,     ,    0,    0,    0,    0,    0
260,19760703,    6,   90,   15,   15,   26,  211,  140,  120,     ,   62,    0,    0,10180,   65,    0,   56,    2,     ,    0,    0,    0,    0,    0
260,19760703,    7,   90,   15,   15,   31,  246,     ,  115,     ,  115,    0,    0,10179,   65,    0,   44,    2,     ,    0,    0,    0,    0,    0
260,19760703,    8,   90,   21,   26,   51,  267,  140,  112,     ,  172,    0,    0,10179,   65,    0,   38,    2,     ,    0,    0,    0,    0,    0
260,19760703,    9,  100,   26,   21,   46,  286,     ,  121,     ,  224,    0,    0,10175,   65,    0,   36,    2,     ,    0,    0,    0,    0,    0
260,19760703,   10,  100,   21,   21,   46,  300,     ,  120,     ,  263,    0,    0,10173,   65,    0,   33,    2,     ,    0,    0,    0,    0,    0
260,19760703,   11,  100,   26,   21,   51,  318,     ,  126,     ,  286,    0,    0,10170,   65,    0,   31,    2,     ,    0,    0,    0,    0,    0
260,19760703,   12,  230,   21,   10,   46,  327,     ,  134,     ,  297,    0,    0,10165,   65,    0,   31,    2,     ,    0,    0,    0,    0,    0
260,19760703,   13,  190,   21,   15,   36,  335,     ,  130,     ,  288,    0,    0,10162,   65,    0,   29,    2,     ,    0,    0,    0,    0,    0
260,19760703,   14,  210,   21,   15,   46,  340,     ,   99,     ,  274,    0,    0,10159,   65,    0,   23,    2,     ,    0,    0,    0,    0,    0
260,19760703,   15,  220,   21,   15,   41,  345,     ,  128,     ,  236,    0,    0,10156,   65,    0,   27,    2,     ,    0,    0,    0,    0,    0
260,19760703,   16,  330,   21,   21,   51,  331,     ,  142,     ,  187,    0,    0,10153,   65,    0,   32,    2,     ,    0,    0,    0,    0,    0
260,19760703,   17,  320,   26,   26,   51,  326,     ,  164,     ,  140,    0,    0,10149,   65,    0,   38,    2,     ,    0,    0,    0,    0,    0
260,19760703,   18,   30,   41,   41,   62,  314,     ,  132,     ,   85,    0,    0,10146,   65,    0,   33,    2,     ,    0,    0,    0,    0,    0
260,19760703,   19,   20,   36,   31,   62,  295,     ,  129,     ,   38,    0,    0,10147,   65,    0,   36,    2,     ,    0,    0,    0,    0,    0
260,19760703,   20,   40,   46,   51,   82,  273,     ,  129,     ,    7,    0,    0,10148,   63,    1,   41,    3,     ,    0,    0,    0,    0,    0
