R, 1,6000,9000,3000,    0,0,0
R, 2,6000,9000,3000, 6000,0,0
R, 3,6000,9000,3000,12000,0,0
R, 4,6000,9000,3000,18000,0,0
R, 5,6000,9000,3000,24000,0,0
R, 6,6000,9000,3000,30000,0,0

R, 7,6000,9000,3000,    0,0,3000
R, 8,6000,9000,3000, 6000,0,3000
R, 9,6000,9000,3000,12000,0,3000
R,10,6000,9000,3000,18000,0,3000
R,11,6000,9000,3000,24000,0,3000
R,12,6000,9000,3000,30000,0,3000

R,13,6000,9000,3000,    0,0,6000
R,14,6000,9000,3000, 6000,0,6000
R,15,6000,9000,3000,12000,0,6000
R,16,6000,9000,3000,18000,0,6000
R,17,6000,9000,3000,24000,0,6000
R,18,6000,9000,3000,30000,0,6000

R,19,6000,9000,3000,    0,0,9000
R,20,6000,9000,3000, 6000,0,9000
R,21,6000,9000,3000,12000,0,9000
R,22,6000,9000,3000,18000,0,9000
R,23,6000,9000,3000,24000,0,9000
R,24,6000,9000,3000,30000,0,9000

R,25,36000,2000,3000,0,9000,0
R,26,36000,2000,3000,0,9000,3000
R,27,36000,2000,3000,0,9000,6000
R,28,36000,2000,3000,0,9000,9000
