R, 1,12000,8000,12000,0,    0,0
R, 2,12000,8000,12000,0, 8000,0
R, 3,12000,8000,12000,0,16000,0
R, 4,12000,8000,12000,0,24000,0
R, 5,12000,8000,12000,0,32000,0
R, 6,12000,8000,12000,0,40000,0

R, 7,12000,8000,12000,12000,    0,0
R, 8,12000,8000,12000,12000, 8000,0
R, 9,12000,8000,12000,12000,16000,0
R,10,12000,8000,12000,12000,24000,0
R,11,12000,8000,12000,12000,32000,0
R,12,12000,8000,12000,12000,40000,0

R,13,12000,8000,12000,24000,    0,0
R,14,12000,8000,12000,24000, 8000,0
R,15,12000,8000,12000,24000,16000,0
R,16,12000,8000,12000,24000,24000,0
R,17,12000,8000,12000,24000,32000,0
R,18,12000,8000,12000,24000,40000,0

R,19,12000,8000,12000,36000,    0,0
R,20,12000,8000,12000,36000, 8000,0
R,21,12000,8000,12000,36000,16000,0
R,22,12000,8000,12000,36000,24000,0
R,23,12000,8000,12000,36000,32000,0
R,24,12000,8000,12000,36000,40000,0
