R, 1,6000,6000,40000,6000,6000,0,0

R, 2, 6000,12000,5000,    0,    0,0
R, 3, 6000,12000,5000,12000, 6000,0
R, 4,12000, 6000,5000,    0,12000,0
R, 5,12000, 6000,5000, 6000,    0,0

R, 6, 6000,12000,5000,    0,    0,5000
R, 7, 6000,12000,5000,12000, 6000,5000
R, 8,12000, 6000,5000,    0,12000,5000
R, 9,12000, 6000,5000, 6000,    0,5000

R,10, 6000,12000,5000,    0,    0,10000
R,11, 6000,12000,5000,12000, 6000,10000
R,12,12000, 6000,5000,    0,12000,10000
R,13,12000, 6000,5000, 6000,    0,10000

R,14, 6000,12000,5000,    0,    0,15000
R,15, 6000,12000,5000,12000, 6000,15000
R,16,12000, 6000,5000,    0,12000,15000
R,17,12000, 6000,5000, 6000,    0,15000

R,18, 6000,12000,5000,    0,    0,20000
R,19, 6000,12000,5000,12000, 6000,20000
R,20,12000, 6000,5000,    0,12000,20000
R,21,12000, 6000,5000, 6000,    0,20000

R,22, 6000,12000,5000,    0,    0,25000
R,23, 6000,12000,5000,12000, 6000,25000
R,24,12000, 6000,5000,    0,12000,25000
R,25,12000, 6000,5000, 6000,    0,25000

R,26, 6000,12000,5000,    0,    0,30000
R,27, 6000,12000,5000,12000, 6000,30000
R,28,12000, 6000,5000,    0,12000,30000
R,29,12000, 6000,5000, 6000,    0,30000

R,30, 6000,12000,5000,    0,    0,35000
R,31, 6000,12000,5000,12000, 6000,35000
R,32,12000, 6000,5000,    0,12000,35000
R,33,12000, 6000,5000, 6000,    0,35000
